State and area,Year,Month,Total,Rate
Louisiana,2020,1,99978 ,4.8
Louisiana,2020,2,98178 ,4.7
Louisiana,2020,3,141549 ,6.7
Louisiana,2020,4,268994 ,13.5
Louisiana,2020,5,248328 ,12.2
Louisiana,2020,6,223705 ,11
Louisiana,2020,7,212556 ,10.3
Louisiana,2020,8,187834 ,9.1
Louisiana,2020,9,180175 ,8.7
Louisiana,2020,10,164491 ,8
Louisiana,2020,11,157791 ,7.6
Louisiana,2020,12,153074 ,7.4
Louisiana,2021,1,145252 ,7
Louisiana,2021,2,140589 ,6.8
Louisiana,2021,3,136199 ,6.6
Louisiana,2021,4,132218 ,6.4
Louisiana,2021,5,126271 ,6.1
Louisiana,2021,6,122280 ,5.9
Louisiana,2021,7,113933 ,5.5
Louisiana,2021,8,106854 ,5.2
Louisiana,2021,9,98656 ,4.8
Louisiana,2021,10,93209 ,4.5
Louisiana,2021,11,88128 ,4.3
Louisiana,2021,12,84676 ,4.1
Louisiana,2022,1,83633 ,4
Louisiana,2022,2,81031 ,3.9
Louisiana,2022,3,78065 ,3.7
Louisiana,2022,4,76040 ,3.6
Louisiana,2022,5,74304 ,3.5
Louisiana,2022,6,72971 ,3.5
Louisiana,2022,7,72381 ,3.5
Louisiana,2022,8,73467 ,3.5
Louisiana,2022,9,73860 ,3.6
Louisiana,2022,10,74868 ,3.6
Louisiana,2022,11,74460 ,3.6
Louisiana,2022,12,73536 ,3.5
Louisiana,2023,1,73987 ,3.5
Louisiana,2023,2,75871 ,3.6
Louisiana,2023,3,75964 ,3.6
Louisiana,2023,4,75800 ,3.6
Louisiana,2023,5,76657 ,3.6
Louisiana,2023,6,75389 ,3.6
Louisiana,2023,7,70828 ,3.4
Louisiana,2023,8,68804 ,3.3
Louisiana,2023,9,67930 ,3.3
Maine,2014,1,43039 ,6.1
Maine,2014,2,42363 ,6
Maine,2014,3,41615 ,5.9
Maine,2014,4,40824 ,5.8
Maine,2014,5,39966 ,5.7
Maine,2014,6,39077 ,5.6
Maine,2014,7,38256 ,5.5
Maine,2014,8,37609 ,5.4
Maine,2014,9,37084 ,5.3
Maine,2014,10,36520 ,5.2
Maine,2014,11,35808 ,5.2
Maine,2014,12,34993 ,5
Maine,2015,1,34180 ,4.9
Maine,2015,2,33417 ,4.8
Maine,2015,3,32638 ,4.7
Maine,2015,4,31822 ,4.6
Maine,2015,5,30991 ,4.5
Maine,2015,6,30157 ,4.4
Maine,2015,7,29379 ,4.3
Maine,2015,8,28722 ,4.2
Maine,2015,9,28187 ,4.1
Maine,2015,10,27820 ,4.1
Maine,2015,11,27646 ,4
Maine,2015,12,27555 ,4
Maine,2016,1,27421 ,4
Maine,2016,2,27220 ,3.9
Maine,2016,3,26950 ,3.9
Maine,2016,4,26659 ,3.9
Maine,2016,5,26422 ,3.8
Maine,2016,6,26248 ,3.8
Maine,2016,7,26087 ,3.8
Maine,2016,8,25930 ,3.7
Maine,2016,9,25808 ,3.7
Maine,2016,10,25616 ,3.7
Maine,2016,11,25249 ,3.6
Maine,2016,12,24784 ,3.5
Maine,2017,1,24423 ,3.5
Maine,2017,2,24139 ,3.4
Maine,2017,3,24006 ,3.4
Maine,2017,4,23993 ,3.4
Maine,2017,5,24021 ,3.4
Maine,2017,6,24082 ,3.4
Maine,2017,7,24144 ,3.4
Maine,2017,8,24062 ,3.4
Maine,2017,9,23754 ,3.4
Maine,2017,10,23216 ,3.3
Maine,2017,11,22525 ,3.2
Maine,2017,12,21754 ,3.1
Maine,2018,1,21422 ,3.1
Maine,2018,2,21082 ,3
Maine,2018,3,21072 ,3
Maine,2018,4,21352 ,3
Maine,2018,5,21850 ,3.1
Maine,2018,6,22395 ,3.2
Maine,2018,7,22861 ,3.3
Maine,2018,8,23246 ,3.3
Maine,2018,9,23479 ,3.3
Maine,2018,10,23456 ,3.3
Maine,2018,11,23137 ,3.3
Maine,2018,12,22545 ,3.2
Maine,2019,1,21770 ,3.1
Maine,2019,2,20869 ,3
Maine,2019,3,19967 ,2.9
Maine,2019,4,19242 ,2.8
Maine,2019,5,18852 ,2.7
Maine,2019,6,18901 ,2.7
Maine,2019,7,19365 ,2.8
Maine,2019,8,20047 ,2.9
Maine,2019,9,20713 ,3
Maine,2019,10,21366 ,3.1
Maine,2019,11,21956 ,3.1
Maine,2019,12,22355 ,3.2
Maine,2020,1,22449 ,3.2
Maine,2020,2,22340 ,3.2
Maine,2020,3,22109 ,3.2
Maine,2020,4,60721 ,9.3
Maine,2020,5,63272 ,9.4
Maine,2020,6,43111 ,6.6
Maine,2020,7,41720 ,6.3
Maine,2020,8,27383 ,4.2
Maine,2020,9,26840 ,4.1
Maine,2020,10,25509 ,3.8
Maine,2020,11,26316 ,3.9
Maine,2020,12,28270 ,4.2
Maine,2021,1,29560 ,4.4
Maine,2021,2,31368 ,4.6
Maine,2021,3,32541 ,4.8
Maine,2021,4,33678 ,4.9
Maine,2021,5,33254 ,4.8
Maine,2021,6,34120 ,5
Maine,2021,7,33411 ,4.9
Maine,2021,8,32984 ,4.8
Maine,2021,9,31771 ,4.6
Maine,2021,10,30779 ,4.5
Maine,2021,11,28771 ,4.2
Maine,2021,12,26876 ,3.9
Maine,2022,1,24776 ,3.6
Maine,2022,2,21890 ,3.2
Maine,2022,3,19471 ,2.9
Maine,2022,4,18252 ,2.7
Maine,2022,5,17702 ,2.6
Maine,2022,6,17681 ,2.6
Maine,2022,7,18007 ,2.7
Maine,2022,8,18321 ,2.7
Maine,2022,9,19951 ,3
Maine,2022,10,20909 ,3.1
Maine,2022,11,20800 ,3.1
Maine,2022,12,20517 ,3.1
Maine,2023,1,19702 ,2.9
Maine,2023,2,18841 ,2.8
Maine,2023,3,17633 ,2.6
Maine,2023,4,16518 ,2.4
Maine,2023,5,16119 ,2.4
Maine,2023,6,16055 ,2.4
Maine,2023,7,16288 ,2.4
Maine,2023,8,17148 ,2.5
Maine,2023,9,18192 ,2.7
Maryland,2014,1,188921 ,6.1
Maryland,2014,2,186418 ,6
Maryland,2014,3,184546 ,5.9
Maryland,2014,4,183387 ,5.9
Maryland,2014,5,182164 ,5.8
Maryland,2014,6,180399 ,5.8
Maryland,2014,7,178373 ,5.7
Maryland,2014,8,176527 ,5.6
Maryland,2014,9,174919 ,5.6
Maryland,2014,10,173238 ,5.5
Maryland,2014,11,171333 ,5.5
Maryland,2014,12,169567 ,5.4
Maryland,2015,1,168090 ,5.4
Maryland,2015,2,166731 ,5.3
Maryland,2015,3,164939 ,5.3
Maryland,2015,4,162619 ,5.2
Maryland,2015,5,160083 ,5.1
Maryland,2015,6,157614 ,5
Maryland,2015,7,155397 ,4.9
Maryland,2015,8,153330 ,4.9
Maryland,2015,9,151107 ,4.8
Maryland,2015,10,148724 ,4.7
Maryland,2015,11,146346 ,4.7
Maryland,2015,12,143924 ,4.6
Maryland,2016,1,141377 ,4.5
Maryland,2016,2,138967 ,4.4
Maryland,2016,3,136861 ,4.3
Maryland,2016,4,135297 ,4.3
Maryland,2016,5,134399 ,4.3
Maryland,2016,6,134024 ,4.3
Maryland,2016,7,133894 ,4.2
Maryland,2016,8,134004 ,4.2
Maryland,2016,9,134417 ,4.3
Maryland,2016,10,134664 ,4.3
Maryland,2016,11,134378 ,4.2
Maryland,2016,12,133556 ,4.2
Maryland,2017,1,131880 ,4.1
Maryland,2017,2,129578 ,4
Maryland,2017,3,127668 ,4
Maryland,2017,4,126563 ,3.9
Maryland,2017,5,126327 ,3.9
Maryland,2017,6,127023 ,3.9
Maryland,2017,7,128546 ,4
Maryland,2017,8,130307 ,4
Maryland,2017,9,131800 ,4
Maryland,2017,10,132578 ,4.1
Maryland,2017,11,132339 ,4.1
Maryland,2017,12,130558 ,4
Maryland,2018,1,132961 ,4.1
Maryland,2018,2,131063 ,4
Maryland,2018,3,128984 ,4
Maryland,2018,4,127041 ,3.9
Maryland,2018,5,125478 ,3.8
Maryland,2018,6,124073 ,3.8
Maryland,2018,7,122548 ,3.7
Maryland,2018,8,121206 ,3.7
Maryland,2018,9,120443 ,3.7
Maryland,2018,10,120258 ,3.7
Maryland,2018,11,120401 ,3.7
Maryland,2018,12,120284 ,3.7
Maryland,2019,1,119334 ,3.6
Maryland,2019,2,117340 ,3.5
Maryland,2019,3,115028 ,3.5
Maryland,2019,4,113111 ,3.4
Maryland,2019,5,112062 ,3.4
Maryland,2019,6,111987 ,3.4
Maryland,2019,7,112523 ,3.4
Maryland,2019,8,112733 ,3.4
Maryland,2019,9,111487 ,3.3
Maryland,2019,10,109650 ,3.3
Maryland,2019,11,108666 ,3.2
Maryland,2019,12,109985 ,3.3
Maryland,2020,1,113533 ,3.4
Maryland,2020,2,117385 ,3.5
Maryland,2020,3,118952 ,3.5
Maryland,2020,4,289469 ,9
Maryland,2020,5,283480 ,8.8
Maryland,2020,6,257685 ,8.1
Maryland,2020,7,249657 ,7.8
Maryland,2020,8,228397 ,7.1
Maryland,2020,9,225594 ,7
Maryland,2020,10,213457 ,6.7
Maryland,2020,11,210466 ,6.6
Maryland,2020,12,212948 ,6.7
Maryland,2021,1,202505 ,6.4
Maryland,2021,2,195408 ,6.2
Maryland,2021,3,190616 ,6
Maryland,2021,4,185908 ,5.9
Maryland,2021,5,180590 ,5.7
Maryland,2021,6,181807 ,5.7
Maryland,2021,7,173453 ,5.5
Maryland,2021,8,166899 ,5.3
Maryland,2021,9,152279 ,4.8
Maryland,2021,10,141993 ,4.5
Maryland,2021,11,129764 ,4.1
Maryland,2021,12,117427 ,3.7
Maryland,2022,1,115904 ,3.7
Maryland,2022,2,107627 ,3.4
Maryland,2022,3,102073 ,3.2
Maryland,2022,4,98326 ,3.1
Maryland,2022,5,99624 ,3.1
Maryland,2022,6,101608 ,3.2
Maryland,2022,7,102428 ,3.2
Maryland,2022,8,106600 ,3.4
Maryland,2022,9,101843 ,3.2
Maryland,2022,10,102898 ,3.2
Maryland,2022,11,99232 ,3.1
Maryland,2022,12,95998 ,3
Maryland,2023,1,94030 ,3
Maryland,2023,2,92348 ,2.9
Maryland,2023,3,86288 ,2.7
Maryland,2023,4,78785 ,2.5
Maryland,2023,5,75496 ,2.4
Maryland,2023,6,65293 ,2
Maryland,2023,7,58092 ,1.8
Maryland,2023,8,54778 ,1.7
Maryland,2023,9,52700 ,1.6
Massachusetts,2014,1,218644 ,6.2
Massachusetts,2014,2,215582 ,6.1
Massachusetts,2014,3,212817 ,6
Massachusetts,2014,4,210516 ,5.9
Massachusetts,2014,5,208365 ,5.9
Massachusetts,2014,6,206265 ,5.8
Massachusetts,2014,7,204230 ,5.7
Massachusetts,2014,8,202226 ,5.6
Massachusetts,2014,9,200007 ,5.6
Massachusetts,2014,10,196956 ,5.5
Massachusetts,2014,11,193030 ,5.4
Massachusetts,2014,12,189040 ,5.2
Massachusetts,2015,1,185582 ,5.2
Massachusetts,2015,2,182900 ,5.1
Massachusetts,2015,3,180571 ,5
Massachusetts,2015,4,178181 ,5
Massachusetts,2015,5,175564 ,4.9
Massachusetts,2015,6,172706 ,4.8
Massachusetts,2015,7,169934 ,4.7
Massachusetts,2015,8,167528 ,4.7
Massachusetts,2015,9,165298 ,4.6
Massachusetts,2015,10,163234 ,4.6
Massachusetts,2015,11,161433 ,4.5
Massachusetts,2015,12,159517 ,4.4
Massachusetts,2016,1,157185 ,4.4
Massachusetts,2016,2,154522 ,4.3
Massachusetts,2016,3,151628 ,4.2
Massachusetts,2016,4,148855 ,4.1
Massachusetts,2016,5,146484 ,4.1
Massachusetts,2016,6,144463 ,4
Massachusetts,2016,7,142625 ,3.9
Massachusetts,2016,8,141158 ,3.9
Massachusetts,2016,9,140483 ,3.9
Massachusetts,2016,10,140404 ,3.9
Massachusetts,2016,11,140448 ,3.9
Massachusetts,2016,12,140499 ,3.9
Massachusetts,2017,1,141980 ,3.8
Massachusetts,2017,2,142148 ,3.8
Massachusetts,2017,3,142380 ,3.8
Massachusetts,2017,4,142654 ,3.8
Massachusetts,2017,5,142796 ,3.8
Massachusetts,2017,6,142872 ,3.8
Massachusetts,2017,7,142975 ,3.8
Massachusetts,2017,8,142820 ,3.8
Massachusetts,2017,9,142303 ,3.8
Massachusetts,2017,10,141496 ,3.8
Massachusetts,2017,11,140597 ,3.8
Massachusetts,2017,12,139482 ,3.7
Massachusetts,2018,1,139685 ,3.7
Massachusetts,2018,2,138745 ,3.7
Massachusetts,2018,3,137802 ,3.6
Massachusetts,2018,4,136674 ,3.6
Massachusetts,2018,5,135378 ,3.5
Massachusetts,2018,6,133804 ,3.5
Massachusetts,2018,7,131873 ,3.4
Massachusetts,2018,8,130045 ,3.4
Massachusetts,2018,9,128660 ,3.4
Massachusetts,2018,10,127640 ,3.3
Massachusetts,2018,11,126776 ,3.3
Massachusetts,2018,12,125845 ,3.3
Massachusetts,2019,1,124627 ,3.2
Massachusetts,2019,2,122828 ,3.2
Massachusetts,2019,3,120717 ,3.1
Massachusetts,2019,4,118604 ,3.1
Massachusetts,2019,5,116788 ,3
Massachusetts,2019,6,115503 ,3
Massachusetts,2019,7,114721 ,3
Massachusetts,2019,8,114043 ,3
Massachusetts,2019,9,112879 ,2.9
Massachusetts,2019,10,111663 ,2.9
Massachusetts,2019,11,110624 ,2.9
Massachusetts,2019,12,109599 ,2.9
Massachusetts,2020,1,108302 ,2.8
Massachusetts,2020,2,106590 ,2.8
Massachusetts,2020,3,104070 ,2.8
Massachusetts,2020,4,586568 ,16.9
Massachusetts,2020,5,576940 ,15.5
Massachusetts,2020,6,543025 ,14.4
Massachusetts,2020,7,479861 ,12.7
Massachusetts,2020,8,397742 ,10.6
Massachusetts,2020,9,377001 ,10
Massachusetts,2020,10,327709 ,8.7
Massachusetts,2020,11,306876 ,8.1
Massachusetts,2020,12,293392 ,7.8
Massachusetts,2021,1,265972 ,7.1
Massachusetts,2021,2,251647 ,6.7
Massachusetts,2021,3,239178 ,6.4
Massachusetts,2021,4,234984 ,6.3
Massachusetts,2021,5,218247 ,5.8
Massachusetts,2021,6,219832 ,5.8
Massachusetts,2021,7,204830 ,5.5
Massachusetts,2021,8,195007 ,5.2
Massachusetts,2021,9,180343 ,4.8
Massachusetts,2021,10,172108 ,4.6
Massachusetts,2021,11,157530 ,4.2
Massachusetts,2021,12,147203 ,3.9
Massachusetts,2022,1,151981 ,4
Massachusetts,2022,2,145757 ,3.9
Massachusetts,2022,3,138297 ,3.7
Massachusetts,2022,4,139280 ,3.7
Massachusetts,2022,5,140265 ,3.7
Massachusetts,2022,6,140063 ,3.7
Massachusetts,2022,7,137138 ,3.7
Massachusetts,2022,8,145049 ,3.9
Massachusetts,2022,9,136845 ,3.7
Massachusetts,2022,10,141226 ,3.8
Massachusetts,2022,11,139578 ,3.7
Massachusetts,2022,12,136827 ,3.7
Massachusetts,2023,1,132399 ,3.5
Massachusetts,2023,2,137140 ,3.7
Massachusetts,2023,3,132353 ,3.5
Massachusetts,2023,4,114775 ,3.1
Massachusetts,2023,5,105553 ,2.8
Massachusetts,2023,6,96017 ,2.6
Massachusetts,2023,7,91874 ,2.5
Massachusetts,2023,8,98262 ,2.6
Massachusetts,2023,9,96710 ,2.6
Michigan,2014,1,385124 ,8.1
Michigan,2014,2,379497 ,8
Michigan,2014,3,373542 ,7.9
Michigan,2014,4,366868 ,7.7
Michigan,2014,5,358978 ,7.5
Michigan,2014,6,349995 ,7.4
Michigan,2014,7,340565 ,7.2
Michigan,2014,8,331756 ,7
Michigan,2014,9,323429 ,6.8
Michigan,2014,10,314365 ,6.6
Michigan,2014,11,304090 ,6.4
Michigan,2014,12,293977 ,6.2
Michigan,2015,1,285638 ,6
Michigan,2015,2,279517 ,5.9
Michigan,2015,3,274998 ,5.8
Michigan,2015,4,270994 ,5.7
Michigan,2015,5,266368 ,5.6
Michigan,2015,6,260797 ,5.5
Michigan,2015,7,254688 ,5.4
Michigan,2015,8,248601 ,5.2
Michigan,2015,9,242954 ,5.1
Michigan,2015,10,238844 ,5
Michigan,2015,11,236907 ,5
Michigan,2015,12,236513 ,4.9
Michigan,2016,1,236861 ,4.9
Michigan,2016,2,237799 ,4.9
Michigan,2016,3,239094 ,5
Michigan,2016,4,240439 ,5
Michigan,2016,5,241668 ,5
Michigan,2016,6,242769 ,5
Michigan,2016,7,243666 ,5
Michigan,2016,8,244496 ,5
Michigan,2016,9,245933 ,5.1
Michigan,2016,10,247234 ,5.1
Michigan,2016,11,246798 ,5.1
Michigan,2016,12,243516 ,5
Michigan,2017,1,237330 ,4.8
Michigan,2017,2,227976 ,4.7
Michigan,2017,3,218871 ,4.5
Michigan,2017,4,212976 ,4.3
Michigan,2017,5,211936 ,4.3
Michigan,2017,6,215330 ,4.4
Michigan,2017,7,221811 ,4.5
Michigan,2017,8,228785 ,4.6
Michigan,2017,9,233612 ,4.7
Michigan,2017,10,234842 ,4.8
Michigan,2017,11,232853 ,4.7
Michigan,2017,12,228275 ,4.6
Michigan,2018,1,222742 ,4.5
Michigan,2018,2,216774 ,4.4
Michigan,2018,3,210816 ,4.3
Michigan,2018,4,204892 ,4.1
Michigan,2018,5,200016 ,4
Michigan,2018,6,197425 ,4
Michigan,2018,7,197187 ,4
Michigan,2018,8,199010 ,4
Michigan,2018,9,202010 ,4.1
Michigan,2018,10,205267 ,4.1
Michigan,2018,11,208244 ,4.2
Michigan,2018,12,210045 ,4.2
Michigan,2019,1,209935 ,4.2
Michigan,2019,2,207980 ,4.2
Michigan,2019,3,205819 ,4.1
Michigan,2019,4,204677 ,4.1
Michigan,2019,5,204592 ,4.1
Michigan,2019,6,205230 ,4.1
Michigan,2019,7,205987 ,4.1
Michigan,2019,8,205973 ,4.1
Michigan,2019,9,203347 ,4.1
Michigan,2019,10,198466 ,4
Michigan,2019,11,192822 ,3.9
Michigan,2019,12,188805 ,3.8
Michigan,2020,1,187680 ,3.8
Michigan,2020,2,187291 ,3.8
Michigan,2020,3,183743 ,3.7
Michigan,2020,4,1031351 ,22.6
Michigan,2020,5,934788 ,19.1
Michigan,2020,6,724261 ,14.4
Michigan,2020,7,616610 ,12.4
Michigan,2020,8,480862 ,9.9
Michigan,2020,9,425733 ,8.7
Michigan,2020,10,363671 ,7.5
Michigan,2020,11,341909 ,7.1
Michigan,2020,12,331043 ,7
Michigan,2021,1,310092 ,6.5
Michigan,2021,2,302658 ,6.4
Michigan,2021,3,297241 ,6.2
Michigan,2021,4,296776 ,6.2
Michigan,2021,5,295067 ,6.2
Michigan,2021,6,298579 ,6.2
Michigan,2021,7,294436 ,6.2
Michigan,2021,8,284696 ,5.9
Michigan,2021,9,268649 ,5.6
Michigan,2021,10,251631 ,5.3
Michigan,2021,11,234650 ,4.9
Michigan,2021,12,220449 ,4.6
Michigan,2022,1,210168 ,4.4
Michigan,2022,2,201803 ,4.2
Michigan,2022,3,196020 ,4.1
Michigan,2022,4,192590 ,4
Michigan,2022,5,191817 ,4
Michigan,2022,6,194213 ,4
Michigan,2022,7,199612 ,4.1
Michigan,2022,8,205966 ,4.3
Michigan,2022,9,210187 ,4.3
Michigan,2022,10,211726 ,4.4
Michigan,2022,11,210410 ,4.4
Michigan,2022,12,209071 ,4.3
Michigan,2023,1,208935 ,4.3
Michigan,2023,2,207045 ,4.3
Michigan,2023,3,199692 ,4.1
Michigan,2023,4,186320 ,3.8
Michigan,2023,5,179275 ,3.7
Michigan,2023,6,176034 ,3.6
Michigan,2023,7,176898 ,3.6
Michigan,2023,8,183249 ,3.7
Michigan,2023,9,192395 ,3.9
Minnesota,2014,1,139392 ,4.7
Minnesota,2014,2,137955 ,4.6
Minnesota,2014,3,136017 ,4.6
Minnesota,2014,4,133498 ,4.5
Minnesota,2014,5,130376 ,4.4
Minnesota,2014,6,127070 ,4.3
Minnesota,2014,7,124181 ,4.2
Minnesota,2014,8,122093 ,4.1
Minnesota,2014,9,120691 ,4
Minnesota,2014,10,119523 ,4
Minnesota,2014,11,118073 ,3.9
Minnesota,2014,12,116437 ,3.9
Minnesota,2015,1,115021 ,3.8
Minnesota,2015,2,114168 ,3.8
Minnesota,2015,3,113849 ,3.8
Minnesota,2015,4,113788 ,3.8
Minnesota,2015,5,113792 ,3.8
Minnesota,2015,6,113684 ,3.8
Minnesota,2015,7,113417 ,3.8
Minnesota,2015,8,113128 ,3.8
Minnesota,2015,9,112831 ,3.8
Minnesota,2015,10,112830 ,3.7
Minnesota,2015,11,113369 ,3.8
Minnesota,2015,12,114090 ,3.8
Minnesota,2016,1,114537 ,3.8
Minnesota,2016,2,114674 ,3.8
Minnesota,2016,3,114609 ,3.8
Minnesota,2016,4,114612 ,3.8
Minnesota,2016,5,114990 ,3.8
Minnesota,2016,6,115790 ,3.8
Minnesota,2016,7,116911 ,3.9
Minnesota,2016,8,118200 ,3.9
Minnesota,2016,9,119493 ,4
Minnesota,2016,10,120148 ,4
Minnesota,2016,11,119620 ,4
Minnesota,2016,12,117997 ,3.9
Minnesota,2017,1,117501 ,3.8
Minnesota,2017,2,114379 ,3.7
Minnesota,2017,3,111304 ,3.6
Minnesota,2017,4,108906 ,3.5
Minnesota,2017,5,107191 ,3.5
Minnesota,2017,6,106114 ,3.5
Minnesota,2017,7,105636 ,3.4
Minnesota,2017,8,105197 ,3.4
Minnesota,2017,9,104532 ,3.4
Minnesota,2017,10,103486 ,3.4
Minnesota,2017,11,102260 ,3.3
Minnesota,2017,12,100870 ,3.3
Minnesota,2018,1,95722 ,3.1
Minnesota,2018,2,94189 ,3.1
Minnesota,2018,3,92605 ,3
Minnesota,2018,4,90919 ,3
Minnesota,2018,5,89608 ,2.9
Minnesota,2018,6,88891 ,2.9
Minnesota,2018,7,88682 ,2.9
Minnesota,2018,8,89500 ,2.9
Minnesota,2018,9,91631 ,3
Minnesota,2018,10,94661 ,3.1
Minnesota,2018,11,97824 ,3.2
Minnesota,2018,12,100204 ,3.2
Minnesota,2019,1,101338 ,3.3
Minnesota,2019,2,101120 ,3.3
Minnesota,2019,3,100125 ,3.2
Minnesota,2019,4,98926 ,3.2
Minnesota,2019,5,98031 ,3.2
Minnesota,2019,6,98037 ,3.2
Minnesota,2019,7,99241 ,3.2
Minnesota,2019,8,100995 ,3.2
Minnesota,2019,9,101972 ,3.3
Minnesota,2019,10,102489 ,3.3
Minnesota,2019,11,103277 ,3.3
Minnesota,2019,12,104830 ,3.3
Minnesota,2020,1,107180 ,3.4
Minnesota,2020,2,110126 ,3.5
Minnesota,2020,3,112603 ,3.6
Minnesota,2020,4,267853 ,8.8
Minnesota,2020,5,343579 ,11.1
Minnesota,2020,6,279164 ,8.6
Minnesota,2020,7,249426 ,7.8
Minnesota,2020,8,214323 ,6.8
Minnesota,2020,9,195644 ,6.2
Minnesota,2020,10,172136 ,5.5
Minnesota,2020,11,158966 ,5.1
Minnesota,2020,12,149198 ,4.8
Minnesota,2021,1,136864 ,4.5
Minnesota,2021,2,129483 ,4.3
Minnesota,2021,3,125033 ,4.1
Minnesota,2021,4,122383 ,4
Minnesota,2021,5,119207 ,3.9
Minnesota,2021,6,117875 ,3.9
Minnesota,2021,7,115424 ,3.8
Minnesota,2021,8,112650 ,3.7
Minnesota,2021,9,108544 ,3.6
Minnesota,2021,10,104167 ,3.4
Minnesota,2021,11,98065 ,3.2
Minnesota,2021,12,91364 ,3
Minnesota,2022,1,84678 ,2.8
Minnesota,2022,2,78404 ,2.6
Minnesota,2022,3,74072 ,2.4
Minnesota,2022,4,72078 ,2.3
Minnesota,2022,5,72474 ,2.4
Minnesota,2022,6,74799 ,2.4
Minnesota,2022,7,79096 ,2.6
Minnesota,2022,8,84158 ,2.7
Minnesota,2022,9,88354 ,2.9
Minnesota,2022,10,91263 ,3
Minnesota,2022,11,91479 ,3
Minnesota,2022,12,90924 ,2.9
Minnesota,2023,1,89970 ,2.9
Minnesota,2023,2,91023 ,3
Minnesota,2023,3,87571 ,2.8
Minnesota,2023,4,87694 ,2.8
Minnesota,2023,5,89182 ,2.9
Minnesota,2023,6,90709 ,2.9
Minnesota,2023,7,93623 ,3
Minnesota,2023,8,97053 ,3.1
Minnesota,2023,9,97861 ,3.1
Mississippi,2014,1,100442 ,8.1
Mississippi,2014,2,99686 ,8
Mississippi,2014,3,99021 ,7.9
Mississippi,2014,4,98253 ,7.9
Mississippi,2014,5,97242 ,7.8
Mississippi,2014,6,95928 ,7.7
Mississippi,2014,7,94461 ,7.6
Mississippi,2014,8,93067 ,7.5
Mississippi,2014,9,91659 ,7.4
Mississippi,2014,10,89994 ,7.2
Mississippi,2014,11,88044 ,7.1
Mississippi,2014,12,86291 ,6.9
Mississippi,2015,1,85000 ,6.8
Mississippi,2015,2,84190 ,6.7
Mississippi,2015,3,83567 ,6.7
Mississippi,2015,4,82870 ,6.6
Mississippi,2015,5,81953 ,6.5
Mississippi,2015,6,80858 ,6.4
Mississippi,2015,7,80033 ,6.3
Mississippi,2015,8,79748 ,6.3
Mississippi,2015,9,79926 ,6.3
Mississippi,2015,10,80386 ,6.4
Mississippi,2015,11,80805 ,6.4
Mississippi,2015,12,80694 ,6.4
Mississippi,2016,1,79889 ,6.3
Mississippi,2016,2,78647 ,6.2
Mississippi,2016,3,77255 ,6.1
Mississippi,2016,4,76111 ,6
Mississippi,2016,5,75540 ,6
Mississippi,2016,6,75496 ,5.9
Mississippi,2016,7,75506 ,5.9
Mississippi,2016,8,75459 ,5.9
Mississippi,2016,9,75372 ,5.9
Mississippi,2016,10,75001 ,5.9
Mississippi,2016,11,74185 ,5.8
Mississippi,2016,12,73015 ,5.7
Mississippi,2017,1,71516 ,5.6
Mississippi,2017,2,70139 ,5.5
Mississippi,2017,3,69105 ,5.4
Mississippi,2017,4,68435 ,5.4
Mississippi,2017,5,67850 ,5.3
Mississippi,2017,6,67262 ,5.3
Mississippi,2017,7,66675 ,5.2
Mississippi,2017,8,65721 ,5.2
Mississippi,2017,9,64531 ,5.1
Mississippi,2017,10,63450 ,5
Mississippi,2017,11,62633 ,4.9
Mississippi,2017,12,62128 ,4.9
Mississippi,2018,1,61845 ,4.9
Mississippi,2018,2,61974 ,4.9
Mississippi,2018,3,62084 ,4.9
Mississippi,2018,4,62052 ,4.9
Mississippi,2018,5,61886 ,4.9
Mississippi,2018,6,61555 ,4.8
Mississippi,2018,7,61263 ,4.8
Mississippi,2018,8,61531 ,4.9
Mississippi,2018,9,62540 ,4.9
Mississippi,2018,10,64054 ,5.1
Mississippi,2018,11,65857 ,5.2
Mississippi,2018,12,67369 ,5.3
Mississippi,2019,1,68218 ,5.4
Mississippi,2019,2,68423 ,5.4
Mississippi,2019,3,68431 ,5.4
Mississippi,2019,4,68629 ,5.4
Mississippi,2019,5,69272 ,5.4
Mississippi,2019,6,70415 ,5.5
Mississippi,2019,7,71810 ,5.6
Mississippi,2019,8,72860 ,5.7
Mississippi,2019,9,72815 ,5.7
Mississippi,2019,10,72068 ,5.6
Mississippi,2019,11,71335 ,5.6
Mississippi,2019,12,71252 ,5.6
Mississippi,2020,1,72083 ,5.6
Mississippi,2020,2,73531 ,5.8
Mississippi,2020,3,74915 ,5.9
Mississippi,2020,4,188083 ,15.6
Mississippi,2020,5,136488 ,11.2
Mississippi,2020,6,114928 ,9.4
Mississippi,2020,7,102681 ,8.3
Mississippi,2020,8,92446 ,7.5
Mississippi,2020,9,89053 ,7.1
Mississippi,2020,10,85805 ,6.9
Mississippi,2020,11,84302 ,6.7
Mississippi,2020,12,83149 ,6.6
Mississippi,2021,1,81497 ,6.5
Mississippi,2021,2,79877 ,6.4
Mississippi,2021,3,78123 ,6.2
Mississippi,2021,4,76346 ,6.1
Mississippi,2021,5,74258 ,5.9
Mississippi,2021,6,71934 ,5.7
Mississippi,2021,7,68967 ,5.5
Mississippi,2021,8,65505 ,5.2
Mississippi,2021,9,62146 ,5
Mississippi,2021,10,59078 ,4.7
