State and area,Year,Quarter,Total,Rate
Kentucky,2019,1,256934,4.166666666666667
Kentucky,2019,2,256190,4.1
Kentucky,2019,3,255199,4.1
Kentucky,2019,4,252187,4.033333333333333
Kentucky,2020,1,255096,4.1
Kentucky,2020,2,708951,11.6
Kentucky,2020,3,317497,5.333333333333333
Kentucky,2020,4,287559,4.766666666666667
Kentucky,2021,1,274465,4.533333333333333
Kentucky,2021,2,273239,4.5
Kentucky,2021,3,273328,4.466666666666667
Kentucky,2021,4,256422,4.2
Kentucky,2022,1,239320,3.9
Kentucky,2022,2,237629,3.8333333333333335
Kentucky,2022,3,243739,3.966666666666667
Kentucky,2022,4,241106,3.9333333333333336
Kentucky,2023,1,235889,3.8666666666666667
Kentucky,2023,2,231002,3.766666666666667
Kentucky,2023,3,245927,4.0
Los Angeles County,2014,1,1297421,8.733333333333333
Los Angeles County,2014,2,1247500,8.4
Los Angeles County,2014,3,1210709,8.1
Los Angeles County,2014,4,1169979,7.8
Los Angeles County,2015,1,1120448,7.5
Los Angeles County,2015,2,1049875,7.0
Los Angeles County,2015,3,945128,6.366666666666667
Los Angeles County,2015,4,871893,5.866666666666667
Los Angeles County,2016,1,825835,5.5
Los Angeles County,2016,2,796539,5.3
Los Angeles County,2016,3,800384,5.3
Los Angeles County,2016,4,795706,5.266666666666667
Los Angeles County,2017,1,761393,5.0
Los Angeles County,2017,2,739726,4.833333333333333
Los Angeles County,2017,3,732254,4.766666666666667
Los Angeles County,2017,4,719434,4.7
Los Angeles County,2018,1,713299,4.633333333333333
Los Angeles County,2018,2,706110,4.6
Los Angeles County,2018,3,708701,4.633333333333333
Los Angeles County,2018,4,722339,4.7
Los Angeles County,2019,1,704354,4.6000000000000005
Los Angeles County,2019,2,671482,4.366666666666667
Los Angeles County,2019,3,679575,4.4
Los Angeles County,2019,4,718912,4.6000000000000005
Los Angeles County,2020,1,834470,5.3999999999999995
Los Angeles County,2020,2,2601790,17.933333333333334
Los Angeles County,2020,3,2287267,15.266666666666666
Los Angeles County,2020,4,1592770,10.9
Los Angeles County,2021,1,1575504,10.6
Los Angeles County,2021,2,1474024,9.799999999999999
Los Angeles County,2021,3,1261928,8.4
Los Angeles County,2021,4,1049260,6.966666666666666
Los Angeles County,2022,1,870301,5.766666666666667
Los Angeles County,2022,2,706914,4.7
Los Angeles County,2022,3,641328,4.333333333333333
Los Angeles County,2022,4,689326,4.666666666666667
Los Angeles County,2023,1,728490,4.8999999999999995
Los Angeles County,2023,2,742762,4.933333333333334
Los Angeles County,2023,3,754189,5.0
Louisiana,2014,1,355993,5.633333333333333
Louisiana,2014,2,381766,6.0
Louisiana,2014,3,424056,6.566666666666666
Louisiana,2014,4,444229,6.8
Louisiana,2015,1,436072,6.7
Louisiana,2015,2,413857,6.3999999999999995
Louisiana,2015,3,389449,6.066666666666666
Louisiana,2015,4,383145,6.0
Louisiana,2016,1,387453,6.066666666666666
Louisiana,2016,2,390147,6.099999999999999
Louisiana,2016,3,390161,6.099999999999999
Louisiana,2016,4,380539,6.0
Louisiana,2017,1,359421,5.666666666666667
Louisiana,2017,2,330067,5.233333333333333
Louisiana,2017,3,306623,4.833333333333333
Louisiana,2017,4,297608,4.7
Louisiana,2018,1,300968,4.733333333333333
Louisiana,2018,2,312432,4.9
Louisiana,2018,3,307268,4.866666666666667
Louisiana,2018,4,302451,4.8
Louisiana,2019,1,289020,4.6000000000000005
Louisiana,2019,2,277413,4.4
Louisiana,2019,3,295451,4.666666666666667
Louisiana,2019,4,305956,4.8
Louisiana,2020,1,339705,5.3999999999999995
Louisiana,2020,2,741027,12.233333333333334
Louisiana,2020,3,580565,9.366666666666667
Louisiana,2020,4,475356,7.666666666666667
Louisiana,2021,1,422040,6.8
Louisiana,2021,2,380769,6.133333333333333
Louisiana,2021,3,319443,5.166666666666667
Louisiana,2021,4,266013,4.3
Louisiana,2022,1,242729,3.8666666666666667
Louisiana,2022,2,223315,3.533333333333333
Louisiana,2022,3,219708,3.533333333333333
Louisiana,2022,4,222864,3.5666666666666664
Louisiana,2023,1,225822,3.5666666666666664
Louisiana,2023,2,227846,3.6
Louisiana,2023,3,207562,3.3333333333333335
Maine,2014,1,127017,6.0
Maine,2014,2,119867,5.7
Maine,2014,3,112949,5.3999999999999995
Maine,2014,4,107321,5.133333333333334
Maine,2015,1,100235,4.8
Maine,2015,2,92970,4.5
Maine,2015,3,86288,4.2
Maine,2015,4,83021,4.033333333333333
Maine,2016,1,81591,3.9333333333333336
Maine,2016,2,79329,3.8333333333333335
Maine,2016,3,77825,3.733333333333333
Maine,2016,4,75649,3.6
Maine,2017,1,72568,3.4333333333333336
Maine,2017,2,72096,3.4
Maine,2017,3,71960,3.4
Maine,2017,4,67495,3.1999999999999997
Maine,2018,1,63576,3.033333333333333
Maine,2018,2,65597,3.1
Maine,2018,3,69586,3.2999999999999994
Maine,2018,4,69138,3.266666666666667
Maine,2019,1,62606,3.0
Maine,2019,2,56995,2.733333333333333
Maine,2019,3,60125,2.9
Maine,2019,4,65677,3.1333333333333333
Maine,2020,1,66898,3.2000000000000006
Maine,2020,2,167104,8.433333333333334
Maine,2020,3,95943,4.866666666666666
Maine,2020,4,80095,3.966666666666667
Maine,2021,1,93469,4.6000000000000005
Maine,2021,2,101052,4.8999999999999995
Maine,2021,3,98166,4.766666666666667
Maine,2021,4,86426,4.2
Maine,2022,1,66137,3.233333333333333
Maine,2022,2,53635,2.6333333333333333
Maine,2022,3,56279,2.8000000000000003
Maine,2022,4,62226,3.1
Maine,2023,1,56176,2.766666666666667
Maine,2023,2,48692,2.4
Maine,2023,3,51628,2.533333333333333
Maryland,2014,1,559885,6.0
Maryland,2014,2,545950,5.833333333333333
Maryland,2014,3,529819,5.633333333333333
Maryland,2014,4,514138,5.466666666666666
Maryland,2015,1,499760,5.333333333333333
Maryland,2015,2,480316,5.1000000000000005
Maryland,2015,3,459834,4.866666666666667
Maryland,2015,4,438994,4.666666666666667
Maryland,2016,1,417205,4.3999999999999995
Maryland,2016,2,403720,4.3
Maryland,2016,3,402315,4.233333333333333
Maryland,2016,4,402598,4.233333333333333
Maryland,2017,1,389126,4.033333333333333
Maryland,2017,2,379913,3.9
Maryland,2017,3,390653,4.0
Maryland,2017,4,395475,4.066666666666666
Maryland,2018,1,393008,4.033333333333333
Maryland,2018,2,376592,3.8333333333333335
Maryland,2018,3,364197,3.7000000000000006
Maryland,2018,4,360943,3.7000000000000006
Maryland,2019,1,351702,3.533333333333333
Maryland,2019,2,337160,3.4
Maryland,2019,3,336743,3.3666666666666667
Maryland,2019,4,328301,3.266666666666667
Maryland,2020,1,349870,3.466666666666667
Maryland,2020,2,830634,8.633333333333333
Maryland,2020,3,703648,7.3
Maryland,2020,4,636871,6.666666666666667
Maryland,2021,1,588529,6.2
Maryland,2021,2,548305,5.766666666666667
Maryland,2021,3,492631,5.2
Maryland,2021,4,389184,4.1000000000000005
Maryland,2022,1,325604,3.4333333333333336
Maryland,2022,2,299558,3.1333333333333333
Maryland,2022,3,310871,3.266666666666667
Maryland,2022,4,298128,3.1
Maryland,2023,1,272666,2.8666666666666667
Maryland,2023,2,219574,2.3000000000000003
Maryland,2023,3,165570,1.7
Massachusetts,2014,1,647043,6.1000000000000005
Massachusetts,2014,2,625146,5.866666666666667
Massachusetts,2014,3,606463,5.633333333333333
Massachusetts,2014,4,579026,5.366666666666667
Massachusetts,2015,1,549053,5.1000000000000005
Massachusetts,2015,2,526451,4.8999999999999995
Massachusetts,2015,3,502760,4.666666666666667
Massachusetts,2015,4,484184,4.5
Massachusetts,2016,1,463335,4.3
Massachusetts,2016,2,439802,4.066666666666666
Massachusetts,2016,3,424266,3.9
Massachusetts,2016,4,421351,3.9
Massachusetts,2017,1,426508,3.7999999999999994
Massachusetts,2017,2,428322,3.7999999999999994
Massachusetts,2017,3,428098,3.7999999999999994
Massachusetts,2017,4,421575,3.766666666666667
Massachusetts,2018,1,416232,3.6666666666666665
Massachusetts,2018,2,405856,3.533333333333333
Massachusetts,2018,3,390578,3.4
Massachusetts,2018,4,380261,3.2999999999999994
Massachusetts,2019,1,368172,3.1666666666666665
Massachusetts,2019,2,350895,3.033333333333333
Massachusetts,2019,3,341643,2.966666666666667
Massachusetts,2019,4,331886,2.9
Massachusetts,2020,1,318962,2.7999999999999994
Massachusetts,2020,2,1706533,15.6
Massachusetts,2020,3,1254604,11.1
Massachusetts,2020,4,927977,8.2
Massachusetts,2021,1,756797,6.733333333333333
Massachusetts,2021,2,673063,5.966666666666666
Massachusetts,2021,3,580180,5.166666666666667
Massachusetts,2021,4,476841,4.233333333333333
Massachusetts,2022,1,436035,3.8666666666666667
Massachusetts,2022,2,419608,3.7000000000000006
Massachusetts,2022,3,419032,3.766666666666667
Massachusetts,2022,4,417631,3.733333333333333
Massachusetts,2023,1,401892,3.5666666666666664
Massachusetts,2023,2,316345,2.8333333333333335
Massachusetts,2023,3,286846,2.566666666666667
Michigan,2014,1,1138163,8.0
Michigan,2014,2,1075841,7.533333333333334
Michigan,2014,3,995750,7.0
Michigan,2014,4,912432,6.3999999999999995
Michigan,2015,1,840153,5.8999999999999995
Michigan,2015,2,798159,5.6000000000000005
Michigan,2015,3,746243,5.233333333333333
Michigan,2015,4,712264,4.966666666666667
Michigan,2016,1,713754,4.933333333333334
Michigan,2016,2,724876,5.0
Michigan,2016,3,734095,5.033333333333333
Michigan,2016,4,737548,5.066666666666666
Michigan,2017,1,684177,4.666666666666667
Michigan,2017,2,640242,4.333333333333333
Michigan,2017,3,684208,4.6000000000000005
Michigan,2017,4,695970,4.7
Michigan,2018,1,650332,4.3999999999999995
Michigan,2018,2,602333,4.033333333333333
Michigan,2018,3,598207,4.033333333333333
Michigan,2018,4,623556,4.166666666666667
Michigan,2019,1,623734,4.166666666666667
Michigan,2019,2,614499,4.1
Michigan,2019,3,615307,4.1
Michigan,2019,4,580093,3.9
Michigan,2020,1,558714,3.766666666666667
Michigan,2020,2,2690400,18.7
Michigan,2020,3,1523205,10.333333333333334
Michigan,2020,4,1036623,7.2
Michigan,2021,1,909991,6.366666666666667
Michigan,2021,2,890422,6.2
Michigan,2021,3,847781,5.8999999999999995
Michigan,2021,4,706730,4.933333333333334
Michigan,2022,1,607991,4.233333333333333
Michigan,2022,2,578620,4.0
Michigan,2022,3,615765,4.233333333333333
Michigan,2022,4,631207,4.366666666666667
Michigan,2023,1,615672,4.233333333333333
Michigan,2023,2,541629,3.6999999999999997
Michigan,2023,3,552542,3.733333333333333
Minnesota,2014,1,413364,4.633333333333333
Minnesota,2014,2,390944,4.3999999999999995
Minnesota,2014,3,366965,4.1000000000000005
Minnesota,2014,4,354033,3.9333333333333336
Minnesota,2015,1,343038,3.7999999999999994
Minnesota,2015,2,341264,3.7999999999999994
Minnesota,2015,3,339376,3.7999999999999994
Minnesota,2015,4,340289,3.766666666666667
Minnesota,2016,1,343820,3.7999999999999994
Minnesota,2016,2,345392,3.7999999999999994
Minnesota,2016,3,354604,3.9333333333333336
Minnesota,2016,4,357765,3.966666666666667
Minnesota,2017,1,343184,3.6999999999999997
Minnesota,2017,2,322211,3.5
Minnesota,2017,3,315365,3.4
Minnesota,2017,4,306616,3.3333333333333335
Minnesota,2018,1,282516,3.0666666666666664
Minnesota,2018,2,269418,2.9333333333333336
Minnesota,2018,3,269813,2.9333333333333336
Minnesota,2018,4,292689,3.1666666666666665
Minnesota,2019,1,302583,3.266666666666667
Minnesota,2019,2,294994,3.2000000000000006
Minnesota,2019,3,302208,3.233333333333333
Minnesota,2019,4,310596,3.2999999999999994
Minnesota,2020,1,329909,3.5
Minnesota,2020,2,890596,9.5
Minnesota,2020,3,659393,6.933333333333334
Minnesota,2020,4,480300,5.133333333333333
Minnesota,2021,1,391380,4.3
Minnesota,2021,2,359465,3.9333333333333336
Minnesota,2021,3,336618,3.6999999999999997
Minnesota,2021,4,293596,3.1999999999999997
Minnesota,2022,1,237154,2.6
Minnesota,2022,2,219351,2.3666666666666667
Minnesota,2022,3,251608,2.733333333333333
Minnesota,2022,4,273666,2.966666666666667
Minnesota,2023,1,268564,2.9
Minnesota,2023,2,267585,2.8666666666666667
Minnesota,2023,3,288537,3.0666666666666664
Mississippi,2014,1,299149,8.0
Mississippi,2014,2,291423,7.8
Mississippi,2014,3,279187,7.5
Mississippi,2014,4,264329,7.066666666666666
Mississippi,2015,1,252757,6.733333333333333
Mississippi,2015,2,245681,6.5
Mississippi,2015,3,239707,6.3
Mississippi,2015,4,241885,6.400000000000001
Mississippi,2016,1,235791,6.2
Mississippi,2016,2,227147,5.966666666666666
Mississippi,2016,3,226337,5.900000000000001
Mississippi,2016,4,222201,5.8
Mississippi,2017,1,210760,5.5
Mississippi,2017,2,203547,5.333333333333333
Mississippi,2017,3,196927,5.166666666666667
Mississippi,2017,4,188211,4.933333333333334
Mississippi,2018,1,185903,4.9
Mississippi,2018,2,185493,4.866666666666667
Mississippi,2018,3,185334,4.866666666666667
Mississippi,2018,4,197280,5.2
Mississippi,2019,1,205072,5.400000000000001
Mississippi,2019,2,208316,5.433333333333334
Mississippi,2019,3,217485,5.666666666666667
Mississippi,2019,4,214655,5.599999999999999
Mississippi,2020,1,220529,5.766666666666667
Mississippi,2020,2,439499,12.066666666666668
Mississippi,2020,3,284180,7.633333333333333
Mississippi,2020,4,253256,6.733333333333333
Mississippi,2021,1,239497,6.366666666666667
Mississippi,2021,2,222538,5.8999999999999995
Mississippi,2021,3,196618,5.233333333333333
Mississippi,2021,4,169262,4.5
Mississippi,2022,1,149830,3.9666666666666663
Mississippi,2022,2,139294,3.7000000000000006
Mississippi,2022,3,145998,3.9
Mississippi,2022,4,150745,4.066666666666666
Mississippi,2023,1,139179,3.6999999999999997
Mississippi,2023,2,120175,3.233333333333333
Mississippi,2023,3,116488,3.1333333333333333
Missouri,2014,1,599531,6.566666666666666
Missouri,2014,2,574614,6.3
Missouri,2014,3,544544,6.0
Missouri,2014,4,523830,5.733333333333333
Missouri,2015,1,512478,5.599999999999999
Missouri,2015,2,489448,5.333333333333333
Missouri,2015,3,449109,4.8999999999999995
Missouri,2015,4,421109,4.6000000000000005
Missouri,2016,1,409890,4.433333333333334
Missouri,2016,2,421740,4.6000000000000005
Missouri,2016,3,434119,4.7
Missouri,2016,4,410321,4.466666666666666
Missouri,2017,1,372592,4.066666666666666
Missouri,2017,2,343420,3.733333333333333
Missouri,2017,3,329026,3.6
Missouri,2017,4,324413,3.5666666666666664
Missouri,2018,1,318693,3.5
Missouri,2018,2,293595,3.1999999999999997
Missouri,2018,3,279357,3.0666666666666664
Missouri,2018,4,291892,3.1999999999999997
Missouri,2019,1,298611,3.266666666666667
Missouri,2019,2,281570,3.033333333333333
Missouri,2019,3,291422,3.1999999999999997
Missouri,2019,4,310731,3.3333333333333335
Missouri,2020,1,315687,3.4
Missouri,2020,2,844748,9.633333333333333
Missouri,2020,3,602833,6.533333333333334
Missouri,2020,4,477429,5.2
Missouri,2021,1,438733,4.8
Missouri,2021,2,402364,4.3999999999999995
Missouri,2021,3,351614,3.8333333333333335
Missouri,2021,4,303711,3.3000000000000003
Missouri,2022,1,247006,2.6999999999999997
Missouri,2022,2,199699,2.1666666666666665
Missouri,2022,3,222353,2.4
Missouri,2022,4,248118,2.7000000000000006
Missouri,2023,1,238981,2.6
Missouri,2023,2,238367,2.533333333333333
Missouri,2023,3,263829,2.8000000000000003
Montana,2014,1,74995,4.8999999999999995
Montana,2014,2,72122,4.7
Montana,2014,3,70767,4.6
Montana,2014,4,68861,4.466666666666667
Montana,2015,1,66402,4.3
Montana,2015,2,65989,4.266666666666667
Montana,2015,3,66281,4.3
Montana,2015,4,67192,4.3
Montana,2016,1,68290,4.4
Montana,2016,2,68148,4.366666666666667
Montana,2016,3,67130,4.3
Montana,2016,4,66447,4.233333333333333
Montana,2017,1,65121,4.133333333333333
Montana,2017,2,64631,4.1
Montana,2017,3,65276,4.1
Montana,2017,4,64174,4.033333333333333
Montana,2018,1,62052,3.9
Montana,2018,2,59777,3.733333333333333
Montana,2018,3,58842,3.7000000000000006
Montana,2018,4,58932,3.6666666666666665
Montana,2019,1,57780,3.5666666666666664
Montana,2019,2,56104,3.4333333333333336
Montana,2019,3,56994,3.5
Montana,2019,4,57960,3.5
Montana,2020,1,57646,3.5
Montana,2020,2,155886,9.566666666666666
Montana,2020,3,95889,5.866666666666667
Montana,2020,4,72033,4.433333333333334
Montana,2021,1,62978,3.8333333333333335
Montana,2021,2,59207,3.6
Montana,2021,3,54444,3.266666666666667
Montana,2021,4,47135,2.8333333333333335
Montana,2022,1,43233,2.533333333333333
Montana,2022,2,45021,2.6333333333333333
Montana,2022,3,46479,2.7000000000000006
Montana,2022,4,45360,2.6666666666666665
Montana,2023,1,41410,2.4
Montana,2023,2,40275,2.3333333333333335
Montana,2023,3,44307,2.566666666666667
Nebraska,2014,1,105220,3.466666666666667
Nebraska,2014,2,101592,3.3333333333333335
Nebraska,2014,3,96785,3.1666666666666665
Nebraska,2014,4,91541,3.033333333333333
Nebraska,2015,1,89273,2.9333333333333336
Nebraska,2015,2,91279,3.0
Nebraska,2015,3,92015,3.0
Nebraska,2015,4,91540,3.0
Nebraska,2016,1,91368,3.0
Nebraska,2016,2,92539,3.033333333333333
Nebraska,2016,3,94866,3.1
Nebraska,2016,4,95319,3.1333333333333333
Nebraska,2017,1,92291,3.033333333333333
Nebraska,2017,2,89702,2.9
Nebraska,2017,3,91419,2.966666666666667
Nebraska,2017,4,91842,3.0
Nebraska,2018,1,89689,2.9
Nebraska,2018,2,88521,2.8666666666666667
Nebraska,2018,3,90536,2.9
Nebraska,2018,4,95046,3.033333333333333
Nebraska,2019,1,96700,3.1
Nebraska,2019,2,96830,3.1
Nebraska,2019,3,100569,3.1666666666666665
Nebraska,2019,4,99735,3.1333333333333333
Nebraska,2020,1,110339,3.5
Nebraska,2020,2,205184,6.533333333333334
Nebraska,2020,3,126838,4.033333333333333
Nebraska,2020,4,99615,3.1666666666666665
Nebraska,2021,1,92884,2.966666666666667
Nebraska,2021,2,87817,2.8000000000000003
Nebraska,2021,3,83378,2.6666666666666665
Nebraska,2021,4,73986,2.3333333333333335
Nebraska,2022,1,64123,2.033333333333333
Nebraska,2022,2,67556,2.1
Nebraska,2022,3,80622,2.533333333333333
Nebraska,2022,4,85170,2.7000000000000006
Nebraska,2023,1,73807,2.3000000000000003
Nebraska,2023,2,62209,1.9333333333333333
Nebraska,2023,3,63887,2.033333333333333
Nevada,2014,1,362236,8.766666666666667
Nevada,2014,2,344534,8.333333333333334
Nevada,2014,3,329194,7.933333333333334
Nevada,2014,4,316080,7.6000000000000005
Nevada,2015,1,304025,7.3
Nevada,2015,2,292325,7.0
Nevada,2015,3,280261,6.7
Nevada,2015,4,269936,6.3999999999999995
Nevada,2016,1,259605,6.166666666666667
Nevada,2016,2,249190,5.8999999999999995
Nevada,2016,3,241289,5.666666666666667
Nevada,2016,4,234268,5.5
Nevada,2017,1,228000,5.3
Nevada,2017,2,216809,5.0
Nevada,2017,3,208456,4.8
Nevada,2017,4,212295,4.833333333333333
Nevada,2018,1,205121,4.633333333333333
Nevada,2018,2,195186,4.3999999999999995
Nevada,2018,3,190314,4.2
Nevada,2018,4,195259,4.3
Nevada,2019,1,194751,4.266666666666667
Nevada,2019,2,187368,4.033333333333333
Nevada,2019,3,187604,4.0
Nevada,2019,4,193419,4.133333333333333
Nevada,2020,1,246790,5.266666666666667
Nevada,2020,2,1075241,24.7
Nevada,2020,3,652879,14.433333333333335
Nevada,2020,4,470410,10.4
Nevada,2021,1,384276,8.5
Nevada,2021,2,329462,7.333333333333333
Nevada,2021,3,283712,6.3
Nevada,2021,4,251520,5.633333333333333
Nevada,2022,1,242679,5.333333333333333
Nevada,2022,2,243233,5.2
Nevada,2022,3,253392,5.3999999999999995
Nevada,2022,4,260331,5.5
Nevada,2023,1,260313,5.5
Nevada,2023,2,255568,5.400000000000001
Nevada,2023,3,256953,5.366666666666667
New Hampshire,2014,1,103826,4.7
New Hampshire,2014,2,98421,4.3999999999999995
New Hampshire,2014,3,93446,4.2
New Hampshire,2014,4,89219,4.0
New Hampshire,2015,1,85050,3.766666666666667
New Hampshire,2015,2,79363,3.5
New Hampshire,2015,3,72876,3.266666666666667
New Hampshire,2015,4,67827,3.033333333333333
New Hampshire,2016,1,64515,2.8666666666666667
New Hampshire,2016,2,64716,2.8666666666666667
New Hampshire,2016,3,64806,2.9
New Hampshire,2016,4,65092,2.9
New Hampshire,2017,1,64942,2.8666666666666667
New Hampshire,2017,2,62884,2.766666666666667
New Hampshire,2017,3,63458,2.7999999999999994
New Hampshire,2017,4,63716,2.7999999999999994
New Hampshire,2018,1,62519,2.7000000000000006
New Hampshire,2018,2,61504,2.6666666666666665
New Hampshire,2018,3,59260,2.566666666666667
New Hampshire,2018,4,59337,2.566666666666667
New Hampshire,2019,1,59702,2.566666666666667
New Hampshire,2019,2,58876,2.5
New Hampshire,2019,3,60487,2.6
New Hampshire,2019,4,60985,2.6
New Hampshire,2020,1,60358,2.6
New Hampshire,2020,2,281749,12.433333333333332
New Hampshire,2020,3,159357,6.966666666666666
New Hampshire,2020,4,110793,4.866666666666666
New Hampshire,2021,1,92433,4.066666666666666
New Hampshire,2021,2,83139,3.6333333333333333
New Hampshire,2021,3,72786,3.1999999999999997
New Hampshire,2021,4,60282,2.6999999999999997
New Hampshire,2022,1,50540,2.1999999999999997
New Hampshire,2022,2,51622,2.2333333333333334
New Hampshire,2022,3,62202,2.6666666666666665
New Hampshire,2022,4,66631,2.9
New Hampshire,2023,1,61257,2.6333333333333333
New Hampshire,2023,2,44318,1.9333333333333333
New Hampshire,2023,3,42006,1.8333333333333333
New Jersey,2014,1,955301,7.133333333333333
New Jersey,2014,2,907791,6.733333333333333
New Jersey,2014,3,890840,6.599999999999999
New Jersey,2014,4,875827,6.466666666666666
New Jersey,2015,1,846240,6.266666666666667
New Jersey,2015,2,804383,5.966666666666666
New Jersey,2015,3,738121,5.466666666666666
New Jersey,2015,4,685376,5.1000000000000005
New Jersey,2016,1,673738,5.0
New Jersey,2016,2,675586,5.0
New Jersey,2016,3,667360,4.966666666666667
New Jersey,2016,4,646425,4.8
New Jersey,2017,1,627709,4.533333333333333
New Jersey,2017,2,618539,4.466666666666667
New Jersey,2017,3,634501,4.566666666666666
New Jersey,2017,4,628044,4.566666666666666
New Jersey,2018,1,600719,4.366666666666667
New Jersey,2018,2,570164,4.1000000000000005
New Jersey,2018,3,535085,3.9
New Jersey,2018,4,508147,3.6666666666666665
New Jersey,2019,1,474559,3.4
New Jersey,2019,2,443295,3.1666666666666665
New Jersey,2019,3,483481,3.4333333333333336
New Jersey,2019,4,539751,3.8000000000000003
New Jersey,2020,1,574340,4.066666666666666
New Jersey,2020,2,2043136,14.866666666666667
New Jersey,2020,3,1651920,11.700000000000001
New Jersey,2020,4,988591,7.166666666666667
New Jersey,2021,1,1004299,7.166666666666667
New Jersey,2021,2,988001,7.033333333333334
New Jersey,2021,3,926078,6.566666666666666
New Jersey,2021,4,790936,5.666666666666667
New Jersey,2022,1,649098,4.6
New Jersey,2022,2,518489,3.6333333333333333
New Jersey,2022,3,448862,3.1333333333333333
New Jersey,2022,4,474534,3.2999999999999994
New Jersey,2023,1,503213,3.466666666666667
New Jersey,2023,2,527769,3.6
New Jersey,2023,3,607684,4.166666666666667
New Mexico,2014,1,188241,6.733333333333333
New Mexico,2014,2,185697,6.666666666666667
New Mexico,2014,3,183274,6.566666666666666
New Mexico,2014,4,180426,6.400000000000001
New Mexico,2015,1,184717,6.6000000000000005
New Mexico,2015,2,189284,6.7
New Mexico,2015,3,185684,6.599999999999999
New Mexico,2015,4,183373,6.5
New Mexico,2016,1,184573,6.533333333333334
New Mexico,2016,2,190285,6.7
New Mexico,2016,3,196400,6.900000000000001
New Mexico,2016,4,195644,6.866666666666667
New Mexico,2017,1,189082,6.6000000000000005
New Mexico,2017,2,177892,6.233333333333333
New Mexico,2017,3,166435,5.833333333333333
New Mexico,2017,4,156419,5.5
New Mexico,2018,1,143150,5.066666666666666
New Mexico,2018,2,134567,4.733333333333333
New Mexico,2018,3,136429,4.8
New Mexico,2018,4,145142,5.1000000000000005
New Mexico,2019,1,145354,5.066666666666666
New Mexico,2019,2,141284,4.933333333333334
New Mexico,2019,3,140318,4.9
New Mexico,2019,4,142324,4.933333333333334
New Mexico,2020,1,154700,5.3999999999999995
New Mexico,2020,2,248540,9.1
New Mexico,2020,3,243655,8.766666666666666
New Mexico,2020,4,236150,8.433333333333334
New Mexico,2021,1,227676,8.066666666666666
New Mexico,2021,2,214201,7.566666666666666
New Mexico,2021,3,191671,6.733333333333333
New Mexico,2021,4,166725,5.866666666666667
New Mexico,2022,1,143090,5.0
New Mexico,2022,2,116612,4.1
New Mexico,2022,3,98572,3.5
New Mexico,2022,4,99014,3.5
New Mexico,2023,1,101717,3.533333333333333
New Mexico,2023,2,100968,3.5
New Mexico,2023,3,106768,3.6666666666666665
New York,2014,1,1951351,6.833333333333333
New York,2014,2,1833015,6.3999999999999995
New York,2014,3,1730183,6.1000000000000005
New York,2014,4,1662567,5.833333333333333
New York,2015,1,1614661,5.633333333333333
New York,2015,2,1548756,5.3999999999999995
New York,2015,3,1441439,5.033333333333334
New York,2015,4,1390361,4.866666666666667
New York,2016,1,1382509,4.8
New York,2016,2,1381719,4.833333333333333
New York,2016,3,1414965,4.966666666666667
New York,2016,4,1399062,4.8999999999999995
New York,2017,1,1364825,4.633333333333333
New York,2017,2,1364734,4.6
New York,2017,3,1385928,4.7
New York,2017,4,1358242,4.6000000000000005
New York,2018,1,1293998,4.3999999999999995
New York,2018,2,1204498,4.1000000000000005
New York,2018,3,1155622,3.9
New York,2018,4,1175871,4.0
New York,2019,1,1152963,3.9
New York,2019,2,1101463,3.733333333333333
New York,2019,3,1130893,3.8333333333333335
New York,2019,4,1170538,3.9333333333333336
New York,2020,1,1218951,4.1000000000000005
New York,2020,2,4288876,15.233333333333334
New York,2020,3,3190028,11.133333333333333
New York,2020,4,2558211,8.933333333333332
New York,2021,1,2367640,8.266666666666667
New York,2021,2,2155358,7.533333333333334
New York,2021,3,1909210,6.633333333333333
New York,2021,4,1623025,5.633333333333333
New York,2022,1,1372916,4.733333333333333
New York,2022,2,1198132,4.166666666666667
New York,2022,3,1139336,3.966666666666667
New York,2022,4,1192902,4.133333333333333
New York,2023,1,1195453,4.166666666666667
New York,2023,2,1151023,3.9333333333333336
New York,2023,3,1157418,3.9333333333333336
New York city,2014,1,955673,7.8
New York city,2014,2,896461,7.3
New York city,2014,3,830171,6.766666666666667
New York city,2014,4,787875,6.3999999999999995
New York city,2015,1,755495,6.1000000000000005
New York city,2015,2,704630,5.733333333333333
New York city,2015,3,644155,5.266666666666667
New York city,2015,4,632634,5.166666666666667
New York city,2016,1,634943,5.2
New York city,2016,2,629971,5.133333333333333
New York city,2016,3,643442,5.233333333333333
New York city,2016,4,617557,5.033333333333334
New York city,2017,1,591168,4.6000000000000005
New York city,2017,2,585859,4.533333333333333
New York city,2017,3,587795,4.566666666666666
New York city,2017,4,565417,4.3999999999999995
New York city,2018,1,544262,4.233333333333333
New York city,2018,2,520105,4.066666666666666
New York city,2018,3,510748,4.033333333333333
New York city,2018,4,541646,4.266666666666667
New York city,2019,1,540825,4.2
New York city,2019,2,496540,3.9
New York city,2019,3,483029,3.7999999999999994
New York city,2019,4,496515,3.9
New York city,2020,1,549556,4.3
New York city,2020,2,2010928,17.066666666666666
New York city,2020,3,1853155,15.200000000000001
New York city,2020,4,1570391,12.9
New York city,2021,1,1450900,11.866666666666667
New York city,2021,2,1308235,10.666666666666666
New York city,2021,3,1157165,9.4
New York city,2021,4,1005519,8.200000000000001
New York city,2022,1,853527,6.933333333333334
